Time,Feature 1,Feature 2,Feature 3,Num Cases
2017-12-30,15.39,3.67,5.21,2.2185601492691216
2018-01-01,1.07,141.55,6.27,1.6522730842466065
2018-01-02,66.89,7.83,1.65,1.9771826504879524
2018-01-04,2.44,75.51,8.2,0.13480852167736013
2018-01-08,1.23,2.53,1.45,2.025468060570294
2018-01-09,3.61,4.45,116.24,0.9224178858589104
2018-01-10,109.97,78.05,1.75,1.267556994297245
2018-01-13,10.9,2.2,15.68,1.3569549726544887
2018-01-16,4.25,4.53,1.68,-0.13965247036607195
2018-01-17,1.32,4.15,8.99,1.38750079084404
2018-01-18,2.05,69.45,18.47,0.8319997649874624
2018-01-19,8.61,5.79,15.79,1.296185653034811
2018-01-20,7.5,5.89,1.41,-1.0057066530246608
2018-01-21,10.18,3.57,68.95,1.6736233098010602
2018-01-23,54.76,3.21,3.53,3.566446913989258
2018-01-25,12.35,3.63,1.64,3.2330463584802613
2018-01-26,15.08,3.41,37.96,1.5119333695486303
2018-01-27,2.68,30.51,22.71,0.9906861219277177
2018-01-29,6.0,44.98,6.84,3.9805597750846107
2018-01-31,45.55,2.27,5.97,2.1266420662863887
2018-02-02,145.47,6.95,57.65,1.5077026063843597
2018-02-03,17.78,1.77,27.64,0.4489291521778663
2018-02-06,86.43,147.33,9.71,2.1027455390841636
2018-02-08,140.29,30.95,61.46,0.08976274185729417
2018-02-11,21.38,32.85,1.11,0.21735926340774195
2018-02-12,9.88,38.74,1.74,0.14512505805145154
2018-02-13,6.71,5.33,20.66,-0.208338592139229
2018-02-14,4.13,12.48,2.68,1.822459004979442
2018-02-15,2.5,53.11,34.72,1.5252347540520736
2018-02-17,92.59,1.13,90.8,1.484053089463922
2018-02-19,11.78,62.55,72.7,0.44329120973914954
2018-02-20,126.38,22.6,5.55,0.9260593868913854
2018-02-22,114.04,7.36,39.63,2.5345132176494123
2018-02-23,1.37,4.29,4.29,1.722588387207402
2018-02-24,37.65,100.68,1.6,2.6259099515556064
2018-02-27,4.36,9.35,7.41,1.3389739618858223
2018-02-28,118.74,1.17,38.48,4.778088856045262
2018-03-01,4.8,145.11,24.34,1.1403218473771417
2018-03-03,8.97,4.2,12.88,1.3335649760993786
2018-03-04,68.49,20.33,40.96,0.9744898939062037
2018-03-07,25.31,110.51,15.34,2.265877827821968
2018-03-10,1.82,1.69,44.31,0.8280140845320547
2018-03-12,1.51,1.46,1.16,2.020981237625005
2018-03-13,120.48,47.75,2.82,0.9622130548872708
2018-03-15,6.5,71.97,141.36,-0.48442041710066197
2018-03-16,22.67,2.6,45.73,1.0588257895673898
2018-03-17,70.84,8.65,3.38,1.255703891532121
2018-03-18,57.54,80.23,13.36,0.7566239794459687
2018-03-22,20.96,74.82,38.79,0.6198878574847939
2018-03-25,122.43,122.08,1.28,3.393319284617842
2018-03-27,1.58,14.65,1.16,2.820647160366492
2018-03-29,93.39,35.28,75.28,3.341766154867298
2018-04-01,74.08,1.11,1.6,2.01147880509991
2018-04-03,1.15,10.86,82.95,2.867402814352299
2018-04-05,5.89,24.75,30.79,1.569803429104819
2018-04-06,1.77,38.6,31.21,1.3623791989224876
2018-04-07,1.88,37.48,1.96,1.2033999347077478
2018-04-09,11.04,16.13,125.04,1.9284909886472643
2018-04-11,5.04,20.59,4.7,0.3914960240300864
2018-04-12,41.71,2.24,8.12,0.2361761598687406
2018-04-13,10.17,17.9,16.62,-0.8259352008336317
2018-04-14,3.85,55.54,2.42,2.6283052448539714
2018-04-22,78.65,18.74,8.05,2.217923769570376
2018-04-23,5.57,1.9,100.02,1.8142298676538708
2018-04-25,2.54,89.31,31.28,1.9804894095341337
2018-04-28,59.12,5.67,1.13,1.6107484162510617
2018-04-29,17.92,4.01,34.95,1.3518712063214327
2018-05-01,3.9,2.14,39.78,1.7249897818174285
2018-05-02,3.68,1.56,18.85,3.204649660739174
2018-05-03,42.59,46.03,12.05,3.4196169916464534
2018-05-07,27.36,2.58,1.08,2.840195051352398
2018-05-08,15.78,1.93,23.5,1.8057222238509276
2018-05-10,71.47,30.54,145.16,0.7133840456015149
2018-05-13,29.07,145.07,141.56,0.010209566746016615
2018-05-14,4.13,3.49,71.49,0.529956136848344
2018-05-15,93.65,10.38,12.16,0.46005910137221306
2018-05-16,7.89,35.02,4.63,0.032513882756736334
2018-05-18,18.34,126.23,89.98,-0.4518033974028717
2018-05-19,49.72,1.99,14.33,0.8424608303348479
2018-05-20,2.25,6.17,11.26,0.7656801770147628
2018-05-21,1.05,45.24,15.33,1.7571443506461246
2018-05-22,22.01,3.5,2.5,1.398334125160115
2018-05-26,35.22,64.81,8.42,2.572607785699405
2018-05-27,27.86,60.52,1.26,2.3920246342402565
2018-05-31,98.56,13.63,36.8,0.742965677332659
2018-06-01,1.8,13.47,19.91,2.2391224371840055
2018-06-02,24.01,20.03,10.88,3.559688475407984
2018-06-03,11.87,3.16,6.4,3.0881700115168216
2018-06-04,52.62,2.32,15.17,1.025312940972472
2018-06-06,2.32,1.51,6.16,1.5721157992203858
2018-06-09,2.81,85.23,14.18,0.7049173542099866
2018-06-10,37.74,5.2,36.7,0.4197987017004059
2018-06-11,117.45,1.85,13.35,-0.0973705687279081
2018-06-13,59.52,49.4,1.26,-0.08264270308412834
2018-06-14,2.97,20.68,56.3,0.014328564494976173
2018-06-16,2.63,7.28,43.79,1.1981317342336775
2018-06-17,8.08,10.27,85.55,0.09102990060736788
2018-06-18,36.01,57.61,2.07,0.8823643694307163
2018-06-20,19.72,26.71,62.61,1.7684831293207248
2018-06-22,79.04,4.41,100.32,2.546036096454863
2018-06-23,2.42,4.43,2.62,1.147076792883276
2018-06-24,6.94,105.16,30.78,3.2688143734406303
2018-06-25,1.8,43.05,41.09,2.3419023770063863
2018-06-27,27.01,14.64,19.98,2.362677853363181
2018-06-28,2.93,4.42,17.0,2.5067385924364416
2018-06-29,3.48,17.79,93.38,1.2298152601144077
2018-07-01,1.45,2.6,8.66,4.163248958542968
2018-07-03,10.94,2.39,13.18,2.912330090910745
2018-07-05,23.51,48.99,4.45,2.719061432508859
2018-07-06,3.0,19.42,20.1,0.10898267572242624
2018-07-07,5.84,8.1,7.57,-0.15093417931790704
2018-07-08,84.69,36.16,2.11,2.555451476227244
2018-07-09,2.11,52.15,127.48,1.9654157709656281
2018-07-10,32.32,1.58,110.41,1.4661865997694907
2018-07-15,18.63,81.55,111.38,0.7192977033652963
2018-07-16,44.51,9.01,1.6,0.6325327526318506
2018-07-18,29.92,9.21,2.06,1.1128585656145131
2018-07-19,69.19,1.6,104.95,2.727228496310857
2018-07-20,16.01,1.38,1.07,1.640221878519885
2018-07-21,2.56,4.7,120.88,2.0858596556938243
2018-07-22,2.4,51.1,104.82,2.783517169701633
2018-07-24,52.85,1.84,19.98,3.755397874053684
2018-07-28,47.6,1.81,69.29,1.9487773049688606
2018-07-29,13.18,1.71,91.71,2.825695080242219
2018-07-30,26.58,119.18,1.36,2.324918646863709
2018-08-01,112.41,11.94,3.52,2.2733251818896503
2018-08-03,2.42,8.87,17.64,2.6680832749721
2018-08-04,140.05,28.83,10.31,1.1129181331849802
2018-08-05,37.54,52.64,34.28,1.6862534370691964
2018-08-09,32.97,97.77,8.5,0.16951551200271842
2018-08-11,3.29,1.3,18.53,2.2328368191072085
2018-08-12,8.11,25.69,1.6,2.169335112053851
2018-08-13,110.53,22.48,2.64,-0.9621769954710713
2018-08-14,37.19,1.93,21.59,-0.6063802491081308
2018-08-16,12.61,14.4,37.31,0.8123010810115098
2018-08-17,1.62,9.73,33.24,1.7174580707339335
2018-08-18,13.31,5.66,18.82,-0.23471883790514605
2018-08-19,1.54,5.54,47.33,0.8637930633601605
2018-08-22,32.08,77.7,3.2,2.7727737699027144
2018-08-25,1.31,4.74,9.93,1.8608121131384028
2018-08-26,8.31,1.58,95.39,2.1206985152101216
2018-08-27,2.36,103.69,1.45,2.26885616981827
2018-08-29,4.55,5.5,5.63,2.6096414013216247
2018-09-01,6.28,3.59,63.48,0.5519267939244851
2018-09-02,13.86,15.3,1.59,2.300462403027686
2018-09-03,5.59,41.68,12.29,2.752324875958715
2018-09-04,108.76,54.39,16.11,1.6489811996730246
2018-09-05,10.77,17.14,96.41,2.524004734543998
2018-09-08,94.38,3.92,33.72,1.152952877909328
2018-09-10,3.59,40.25,34.83,-0.3859406257421117
2018-09-11,3.17,18.07,9.77,-1.3924911527549761
2018-09-13,43.42,21.65,1.18,0.22189758242723281
2018-09-14,6.12,1.25,15.76,0.40321314041180856
2018-09-16,8.75,39.74,7.87,0.5071256114935702
2018-09-18,2.77,11.39,4.96,1.4419709621385248
2018-09-19,80.63,92.51,119.21,1.7264836206791525
2018-09-20,111.69,80.64,1.89,1.1023155652099659
2018-09-21,8.6,31.17,6.42,2.951093135394819
2018-09-22,1.42,3.24,1.64,3.1470482332922556
2018-09-24,139.7,2.08,6.19,3.453985928303752
2018-09-27,29.39,6.72,1.1,2.6735907907101875
2018-09-28,1.45,2.7,28.09,3.1661573641697798
2018-09-30,46.18,45.84,31.4,1.9605735991123485
2018-10-02,1.5,40.04,5.26,1.897500581013801
2018-10-03,1.65,9.6,24.73,1.4296293917981349
2018-10-09,5.89,4.41,2.83,1.9524387834215176
2018-10-12,15.66,6.31,1.2,1.0181862412323175
2018-10-14,15.31,3.58,3.43,0.4452554004315147
2018-10-15,1.84,2.03,32.17,1.2084922649539425
2018-10-16,60.14,10.98,42.61,-0.16802211200343972
2018-10-19,72.96,2.76,26.74,2.5686303905716255
2018-10-20,121.82,1.54,17.47,3.8158559395927814
2018-10-21,5.45,1.83,19.25,2.2289184907388577
2018-10-23,5.74,7.01,109.74,3.843221747261199
2018-10-24,14.66,122.31,3.97,2.808104193688579
2018-10-30,3.01,2.6,9.48,2.837230174694169
2018-10-31,2.54,7.74,11.95,2.0677477905036965
2018-11-01,5.53,26.84,1.28,1.7709612246861173
2018-11-04,32.18,45.03,26.91,0.6025233627400305
2018-11-05,4.75,67.67,5.81,1.4826787697062394
2018-11-07,8.13,90.0,134.32,0.4988462920470737
2018-11-09,34.7,61.57,47.88,0.3175414786172814
2018-11-10,22.01,4.72,1.12,0.2302292413810957
2018-11-11,5.12,7.84,9.47,1.012612713485409
2018-11-12,3.87,109.87,4.87,2.002126625968143
2018-11-13,95.95,67.19,36.39,1.5772164952604526
2018-11-14,10.48,27.62,66.41,2.4934831421096724
2018-11-19,58.68,1.49,1.01,1.958012380016253
2018-11-20,123.67,1.55,19.46,1.7674884630160024
2018-11-23,39.64,8.54,2.85,2.4502772537873403
2018-11-24,25.62,106.63,8.44,2.9241190739274585
2018-11-26,3.4,23.98,36.14,2.1252930959071445
2018-11-27,126.46,49.71,103.13,2.3403208310988384
2018-11-29,2.54,45.83,26.35,1.4546942695340535
2018-12-04,27.33,1.1,3.77,1.4632486827164009
2018-12-06,10.31,13.8,16.95,0.756410767189375
2018-12-08,6.57,63.47,56.75,-0.9333315322294378
2018-12-10,9.38,53.75,25.35,1.2774719617337695
2018-12-11,47.63,91.61,4.31,0.6953678568866523
2018-12-16,14.47,10.69,89.45,3.447323877894818
2018-12-19,6.13,2.2,148.37,1.4478046465338434
2018-12-20,21.74,14.09,4.06,3.7736389231745107
2018-12-21,4.04,6.21,2.23,1.2421453808448055
2018-12-22,1.77,25.18,2.23,2.637032009100381
2018-12-23,108.19,24.09,52.37,2.182829497241792
2018-12-25,7.82,71.9,36.43,2.579746783613436
2018-12-26,134.01,1.99,10.54,1.3031985604582013
2018-12-29,2.8,97.55,72.69,1.1822501193171409
2018-12-30,8.57,16.27,11.5,1.996447415128827
2019-01-03,14.33,30.46,4.63,1.1654875267037446
2019-01-04,86.82,3.46,2.93,0.6587199720148277
2019-01-06,21.34,9.37,6.35,1.8113093374776192
2019-01-08,70.53,29.32,1.74,-0.13594189955632238
2019-01-10,17.61,65.38,56.93,0.16600935548513865
2019-01-11,59.88,11.2,63.85,2.491190054151514
2019-01-12,10.45,4.07,19.32,-0.28278836597528717
2019-01-13,7.16,3.31,73.98,0.023381518935006274
2019-01-14,4.31,14.66,22.89,2.185277877121075
2019-01-15,8.22,74.71,79.09,1.2819257045653982
2019-01-22,117.62,140.56,2.43,2.002322094588488
2019-01-23,6.79,1.32,11.77,3.70270401418807
2019-01-25,3.77,2.27,61.28,1.3020353928384203
2019-01-27,58.77,73.19,32.68,1.8208140612074348
2019-01-30,1.92,37.75,52.78,2.329607058546944
2019-02-02,18.62,3.12,7.92,2.397011429631932
2019-02-03,10.95,16.44,6.93,2.7168581104272365
2019-02-05,2.59,136.59,73.34,0.985061837796749
2019-02-10,1.3,29.64,137.77,-0.0772949603179931
2019-02-12,2.84,39.94,74.61,0.0006873832986624383
2019-02-13,42.37,124.9,4.39,1.7272721624738887
2019-02-17,19.51,122.17,9.84,2.1272133165190583
2019-02-19,1.06,5.0,4.34,2.635114879486475
2019-02-21,2.05,1.09,1.23,3.4342971858299163
2019-02-22,2.3,2.05,139.44,3.225231866228499
2019-02-25,1.29,53.29,1.15,0.647317649274726
2019-02-27,25.64,4.81,30.92,3.0207974044889054
2019-02-28,3.77,7.71,3.89,0.27088920204896416
2019-03-01,125.22,1.94,1.15,2.220968578281311
2019-03-04,48.49,38.78,114.21,1.2253638812354413
2019-03-05,2.48,18.97,16.78,2.134843566032372
2019-03-06,3.14,1.57,17.45,0.31607069928566744
2019-03-08,1.98,5.77,133.1,1.404291904783374
2019-03-09,7.24,5.36,1.65,-1.7149653145025578
2019-03-14,3.14,2.56,12.7,3.3845394894201144
2019-03-15,4.44,12.84,25.65,2.0008787944433215
2019-03-16,21.61,21.49,3.0,1.4037193231070355
2019-03-17,31.35,8.31,26.03,2.344480796446108
2019-03-18,4.02,66.98,103.55,2.502799156380338
2019-03-21,10.81,13.58,111.59,2.9456827262977696
2019-03-22,81.16,15.93,13.61,2.8410162011774927
2019-03-23,8.33,14.3,2.03,2.2204966577514114
2019-03-25,3.18,2.05,47.13,1.8518727681517377
2019-03-26,31.17,1.32,5.55,2.7934603155190354
2019-03-27,16.97,3.05,2.99,1.4846086662817042
2019-03-28,1.98,4.22,80.22,2.503984197287605
2019-03-29,7.27,13.35,9.2,2.5397880465462683
2019-03-31,19.99,12.59,137.47,0.2520874258820619
2019-04-01,71.32,4.08,1.09,1.326916249853948
2019-04-04,2.36,55.65,21.82,2.336332323926705
2019-04-05,40.17,1.16,115.72,0.5389325819306705
2019-04-06,85.88,44.11,4.14,0.4065167737706843
2019-04-10,9.7,2.47,27.02,1.1540104683910057
2019-04-12,104.41,34.82,57.72,-0.020041212080234183
2019-04-14,143.01,121.02,87.07,1.326319568903563
2019-04-15,32.64,3.07,26.16,1.3107751683254398
2019-04-17,95.69,11.86,19.85,2.5582506328412133
2019-04-19,32.77,10.19,53.05,3.0299761076676104
2019-04-22,60.4,10.01,8.83,2.5896294406634044
2019-04-28,2.37,24.31,2.58,2.7246018725743992
2019-04-29,1.6,13.85,23.98,1.9277826276631445
2019-05-02,35.51,6.69,3.36,2.1498042869180707
2019-05-09,1.68,1.34,1.63,1.4414523134873358
2019-05-10,24.65,36.95,122.6,0.694059097998077
2019-05-11,2.93,3.37,13.92,1.2401177152869576
2019-05-13,33.83,64.77,15.45,0.6665428775842079
2019-05-15,86.54,50.31,79.71,1.3304131754266928
2019-05-16,16.83,12.59,81.33,1.4808057644393475
2019-05-17,8.01,67.31,2.77,0.9184916178988554
2019-05-18,10.77,3.23,8.19,1.6422556323072586
2019-05-21,28.45,52.0,2.78,2.1739550849928406
2019-05-22,4.76,101.14,33.73,1.619139500354965
2019-05-24,111.36,75.88,115.89,1.3326730794075563
2019-05-25,85.66,1.71,4.87,2.4136408121370847
2019-05-26,23.4,2.46,3.94,2.2365181454680294
2019-05-28,3.03,99.78,18.6,3.0760993056468964
2019-05-29,3.33,12.04,6.87,3.1654017794639002
2019-05-31,4.83,1.36,2.22,2.1678850498957494
2019-06-02,1.05,15.61,8.79,0.6651082948654482
2019-06-06,89.77,24.44,82.71,1.8617182241562582
2019-06-07,1.55,121.08,6.51,2.1061560953442884
2019-06-08,1.12,37.26,15.77,0.17587934454912377
2019-06-09,72.22,14.4,5.09,1.3497097965895541
2019-06-10,2.45,12.21,17.05,-0.2562001288356427
2019-06-11,3.19,89.84,13.01,1.0143165314748273
2019-06-13,7.86,1.5,1.11,1.0003309081204483
2019-06-15,147.81,4.54,3.73,1.8080083414826893
2019-06-16,1.52,115.38,2.13,2.506873599639542
2019-06-17,1.41,1.58,102.12,1.9234423818244375
2019-06-18,27.18,10.08,24.33,2.959614453683401
2019-06-20,2.76,51.95,19.15,2.1708025701888163
2019-06-21,22.09,145.02,2.34,2.017150658893949
2019-06-22,3.45,40.09,21.94,1.140325980371839
2019-06-24,2.19,1.01,3.13,0.6866418718335175
2019-06-25,19.88,4.55,12.78,2.1556375659747586
2019-06-26,13.7,10.0,75.59,4.147987026330179
2019-06-28,127.85,1.98,1.37,1.0372521042922789
2019-06-29,36.73,11.42,20.35,2.102149561251344
2019-06-30,109.94,51.4,2.59,1.081701216061449
2019-07-05,1.39,64.08,132.77,1.1957173632122093
2019-07-09,9.06,2.94,2.03,-0.21752283129800326
2019-07-10,4.88,13.08,16.56,0.08290768924971091
2019-07-12,131.45,3.0,73.34,1.7691432956133093
2019-07-13,142.69,2.6,8.84,0.8535801083288066
2019-07-15,1.77,2.46,85.6,2.525253525977859
2019-07-16,1.41,21.77,133.52,1.2551051052812603
2019-07-17,110.15,44.43,20.93,1.918046677730049
2019-07-18,61.54,6.59,69.49,3.2128078312355655
2019-07-19,5.9,44.1,3.6,2.7328535439743438
2019-07-20,4.88,15.15,21.83,3.2626513331739235
2019-07-23,20.63,73.53,2.58,3.118063787179
2019-07-24,74.16,51.54,1.7,2.3408287465844158
2019-07-29,3.71,5.69,8.92,2.0295844928533984
2019-08-01,2.16,101.43,48.75,1.0252552326086464
2019-08-02,6.15,1.85,58.81,1.2635241073535233
2019-08-04,1.35,16.54,14.33,1.8017032805518847
2019-08-05,54.61,15.53,1.85,1.463110637691654
2019-08-06,40.49,17.21,6.77,1.251550117694626
2019-08-07,5.84,2.09,74.73,-0.5405466824711679
2019-08-08,15.27,1.47,53.49,0.6440090512459575
2019-08-10,76.67,68.47,7.08,0.5115601266420884
2019-08-13,2.16,92.91,12.75,1.7005349450017164
2019-08-15,1.42,22.25,56.59,2.3528519117478894
2019-08-17,14.4,58.72,1.41,1.889020821440183
2019-08-19,6.47,16.14,3.45,2.4880382089074757
2019-08-24,16.08,70.65,29.42,3.9857636771149787
2019-08-31,1.53,75.73,4.63,1.3362509761442833
