Time,Feature 1,Feature 2,Feature 3,Num Cases
2017-11-18,-0.94,0.8,1.04,0.664083377754087
2017-11-19,-0.08,-0.16,-1.63,-0.5676313754321868
2017-11-23,-0.34,-0.44,0.39,-0.5532501752125246
2017-11-25,0.14,-0.4,-0.54,-2.0140049075100133
2017-11-26,1.73,0.27,-0.68,-0.5192423632570233
2017-11-29,0.38,-0.53,-0.92,-2.224657423903823
2017-12-02,0.94,-0.65,-0.74,-1.9644824499287439
2017-12-03,0.14,1.77,0.0,0.34031771176152104
2017-12-04,-0.11,0.4,-0.64,-0.550768131013799
2017-12-05,0.73,0.06,0.97,1.487275562570074
2017-12-07,1.42,-0.27,-1.66,-0.9146599331258365
2017-12-11,1.44,1.24,-0.49,0.25010071164911657
2017-12-15,0.59,-0.57,-0.68,-2.259389903057079
2017-12-16,0.64,0.0,0.96,1.447834187391596
2017-12-18,1.78,0.12,0.15,0.2776703283408417
2017-12-19,0.02,-0.67,-0.4,-2.06155916419572
2017-12-22,0.71,-0.47,-0.8,-2.163031792570501
2017-12-23,-0.21,1.01,-0.17,0.4005095122346297
2017-12-26,0.88,-0.47,-0.35,-1.5940854356961125
2017-12-28,1.51,0.2,-0.87,-0.5810896430326624
2017-12-30,0.37,-0.29,1.78,0.6412227576732149
2018-01-01,-0.83,0.74,-0.7,0.49330620923040114
2018-01-04,0.21,1.33,0.77,1.6029321571353174
2018-01-05,0.48,0.89,0.75,1.8661869699491183
2018-01-06,-0.67,0.17,0.43,0.38999618146358367
2018-01-08,-0.38,-0.03,-1.52,-0.06680791759711953
2018-01-09,1.91,0.19,-0.27,-0.2653413584985808
2018-01-11,-1.32,-0.03,0.35,0.2528610950954588
2018-01-12,0.54,-0.32,-0.92,-2.039431206669531
2018-01-13,1.24,-1.43,-1.61,-1.8173098728438537
2018-01-14,0.59,-0.38,0.39,-0.019494065765486523
2018-01-15,-0.07,0.55,1.32,1.1925515461647362
2018-01-16,0.75,-0.49,-0.43,-1.8766547830385645
2018-01-20,0.3,-0.67,0.11,-1.2737635181970364
2018-01-21,2.14,0.06,0.27,0.3608858853231985
2018-01-25,-0.4,0.53,0.21,0.6106716874969903
2018-02-03,0.28,0.1,1.05,1.4049406710749694
2018-02-04,1.73,0.19,-0.94,-0.4829932969902554
2018-02-07,0.53,-0.23,-0.31,-1.4814712299660129
2018-02-09,0.17,-0.63,-1.28,-1.8353456031205002
2018-02-12,1.62,1.03,-0.09,0.287593767710907
2018-02-13,-0.42,1.46,-0.37,0.20603524912611526
2018-02-14,1.0,0.31,2.15,1.4686238711909652
2018-02-15,-0.07,0.4,0.43,1.069372935560531
2018-02-20,-0.81,0.56,0.24,0.6553571558673623
2018-02-22,1.46,-1.55,-1.4,-1.3459520250298918
2018-02-23,1.52,-0.43,-0.52,-0.9491160331108126
2018-02-24,-1.37,0.65,-0.79,1.4292770845406537
2018-02-25,-0.78,-0.58,-1.29,0.20389181998908987
2018-02-26,-0.28,0.39,-0.85,-0.3949788485562729
2018-02-27,0.28,1.56,0.06,0.649226003964817
2018-02-28,-1.0,0.26,-0.42,0.38230206403601497
2018-03-01,-1.32,-0.59,0.27,-0.3618760564271349
2018-03-04,-2.16,0.31,0.58,0.41666988247149944
2018-03-07,0.4,-0.05,1.57,0.9669618174353499
2018-03-08,-1.94,1.4,-0.06,0.9065634995251608
2018-03-10,1.41,0.21,-0.82,-0.7223608859631013
2018-03-15,0.98,-0.63,-0.62,-1.8723635837119539
2018-03-18,1.25,0.53,1.68,1.420721525524669
2018-03-19,-0.45,0.28,0.05,-0.00541718609773263
2018-03-21,1.36,-0.93,1.24,1.5849204551942444
2018-03-22,-0.31,-0.09,0.47,0.20085721332981812
2018-03-23,0.37,-0.52,-0.37,-2.0231035523913814
2018-03-24,-0.24,-0.35,0.57,0.03934048627053005
2018-03-27,1.8,-0.11,-0.91,-0.6369840187661389
2018-04-03,-0.14,-0.31,0.2,-0.7350011174944964
2018-04-08,0.86,-0.65,-1.72,-1.9711478615886757
2018-04-09,1.93,0.55,0.42,0.682719920841129
2018-04-10,-1.62,-1.04,1.03,-1.0195839526812727
2018-04-13,1.22,-0.61,-0.97,-1.7486109931358498
2018-04-14,-0.22,-0.82,-0.87,-1.4839857318990526
2018-04-15,0.32,-0.5,-0.32,-1.9802895422203197
2018-04-18,-1.32,0.71,0.42,0.7416670619958018
2018-04-19,-1.66,1.24,-0.57,1.3580543047943183
2018-04-20,-0.13,-0.12,1.0,0.9860275780978788
2018-04-22,1.32,0.97,1.54,1.5128352454044816
2018-04-23,1.59,-1.25,-0.47,-0.4157877034671099
2018-04-25,-1.08,-0.11,0.46,0.05078228412135739
2018-04-26,-0.58,1.42,0.42,1.1195042133394426
2018-04-27,0.58,-0.77,-0.87,-2.2384176452193265
2018-04-29,0.59,0.69,0.35,1.396475306004703
2018-04-30,0.67,-0.37,0.55,0.4438289759290779
2018-05-02,-0.12,-0.41,0.12,-1.0433955266157315
2018-05-04,-1.28,0.48,-0.81,1.3251734418536045
2018-05-07,0.31,-0.02,-0.99,-1.4487918237598363
2018-05-09,0.35,-0.76,-1.0,-2.1016735556783086
2018-05-10,-0.19,-0.52,1.37,0.7833045645130269
2018-05-11,0.54,-0.04,-2.07,-0.27246514590361565
2018-05-14,0.13,-1.74,1.25,1.1705216546640345
2018-05-15,0.41,-0.59,1.49,0.9968342345331415
2018-05-16,2.22,0.01,0.16,0.33183070368817513
2018-05-18,-0.87,-0.47,2.3,0.20293747863323425
2018-05-19,-0.93,0.42,-1.46,1.0747767593451154
2018-05-21,1.06,-0.72,-0.67,-1.741027368601037
2018-05-22,0.73,-0.77,-0.09,-1.400615507728308
2018-05-25,0.05,1.7,0.08,0.5428027746143445
2018-05-27,2.2,0.47,-0.41,-0.5334381875964255
2018-05-28,2.09,0.08,0.28,0.5070431801143741
2018-05-29,-1.54,-0.03,1.14,0.0345723155943081
2018-06-01,-0.48,0.91,-0.29,0.19644057114648034
2018-06-03,1.22,-1.24,-1.03,-1.4489047567694553
2018-06-04,0.98,0.62,1.27,1.7477785086723694
2018-06-08,-2.09,-0.5,0.02,0.6077510064478626
2018-06-09,1.52,0.28,-0.79,-0.5480428026990276
2018-06-10,0.74,0.28,0.32,0.9767611219220824
2018-06-13,1.01,1.33,-0.05,0.6638904037699835
2018-06-15,-0.45,2.4,-0.3,-0.2391032110156872
2018-06-16,-0.67,0.85,-0.33,0.2700304361970532
2018-06-17,0.63,-0.14,-0.55,-1.64083079258028
2018-06-20,0.75,-0.27,0.25,-0.18215616600326523
2018-06-21,-1.15,0.27,1.41,0.1820275256029686
2018-06-24,-1.05,-0.72,0.42,-0.7504079749258736
2018-06-26,-1.0,0.09,-0.13,0.0915759005457582
2018-06-28,0.58,0.13,0.07,0.09689028974493893
2018-06-29,0.32,-0.18,-0.69,-1.8241305152080232
2018-06-30,-0.24,-0.33,0.19,-0.8315433113089614
2018-07-01,-0.86,0.44,0.16,0.44576501501147076
2018-07-02,0.36,0.77,0.07,0.9073719253397501
2018-07-03,0.94,-0.5,-0.96,-2.036295098472743
2018-07-04,1.45,-0.36,-0.2,-0.5968887684384283
2018-07-05,-0.12,-0.31,0.68,0.39597387146985563
2018-07-10,-0.16,-0.87,-0.87,-1.5719150259304198
2018-07-13,-0.16,-0.06,0.11,-0.37859581809753345
2018-07-15,1.8,-0.11,0.13,0.22004618121017763
2018-07-17,1.55,-0.6,-0.56,-0.9147407625638252
2018-07-18,1.01,1.01,-0.35,0.37700145104763183
2018-07-20,-0.79,-0.63,1.13,0.21340086946593395
2018-07-22,-1.01,-0.74,-0.11,-0.7198516566953973
2018-07-23,-1.41,-0.6,1.31,-0.3714093862224485
2018-07-24,0.49,-0.66,-0.49,-2.078170228842274
2018-07-25,-1.71,1.6,-0.08,0.7632618673304187
2018-07-26,0.21,-0.82,-0.82,-2.0546710168997184
2018-07-27,0.24,1.32,-0.67,0.15823302777995882
2018-07-28,1.63,-0.21,-0.03,-0.15158242731400276
2018-07-29,2.13,-0.27,-0.32,-0.19689451062600116
2018-08-02,0.12,0.05,-0.5,-1.1957036165256327
2018-08-03,-0.04,0.31,1.15,1.3274759321855707
2018-08-06,-0.14,0.23,0.32,0.5189022082459978
2018-08-07,1.98,-0.09,-0.3,-0.26959399210179663
2018-08-14,-1.0,0.83,-1.01,0.9863531380507592
2018-08-15,-0.55,-0.59,1.26,0.5163027285794657
2018-08-16,0.36,-0.47,-0.75,-2.2167486897894753
2018-08-17,0.71,1.01,0.45,1.5966755551777168
2018-08-19,-0.45,1.34,-0.31,0.30270702271393757
2018-08-20,-0.39,-0.36,-0.74,-1.1655302057790988
2018-08-21,-1.99,-0.54,-0.29,0.9484332575651312
2018-08-22,-0.94,-0.12,1.54,0.18452257550396448
2018-08-24,0.91,-0.93,-0.47,-1.61847822482281
2018-08-26,1.1,-0.17,-0.19,-0.8187016724411745
2018-08-27,1.12,-0.48,-1.0,-1.772661072053479
2018-08-29,-0.13,0.61,-0.04,0.3820549707520419
2018-08-30,0.55,0.57,-0.98,-0.2447250305094683
2018-08-31,0.33,0.29,0.42,1.0416204639995452
2018-09-01,0.29,1.6,-0.63,0.21156120215063626
2018-09-02,-1.6,-0.57,0.36,-0.15674220970683955
2018-09-04,1.1,-0.66,-0.84,-1.9272480164919392
2018-09-05,-0.99,-0.29,0.88,0.10306619645273095
2018-09-06,-0.02,0.13,1.37,1.0492302512028917
2018-09-08,0.57,0.64,-1.07,-0.04428638857386228
2018-09-09,2.17,0.16,0.0,0.03684203348339951
2018-09-10,1.26,0.95,-0.4,0.28969169918770393
2018-09-11,-0.4,0.76,-0.5,-0.011844810593214234
2018-09-12,-0.63,0.32,1.34,0.641786987770158
2018-09-13,-0.26,0.15,0.55,0.7878658448005084
2018-09-14,-0.4,-0.63,-0.63,-1.4637069090989212
2018-09-15,0.44,0.52,0.69,1.7526113576018458
2018-09-17,0.37,-0.22,-0.19,-1.2279074536411239
2018-09-18,1.0,1.19,0.13,0.874646252528366
2018-09-19,0.33,-0.8,0.08,-1.3796180759272363
2018-09-20,1.66,0.9,-0.01,0.2562917794925153
2018-09-21,0.92,-0.6,-0.75,-1.9797946530251256
2018-09-29,1.53,-0.3,-1.6,-0.7974298274969762
2018-09-30,-1.52,1.45,-0.19,0.922684746922788
2018-10-01,1.66,0.02,-0.05,-0.16279704008270676
2018-10-02,-0.89,0.48,-1.13,0.9173414543783568
2018-10-07,-0.82,-0.28,0.67,0.0070867591243871765
2018-10-09,0.53,-0.11,1.44,1.1138141294292356
2018-10-10,0.52,-0.81,0.17,-1.0049514741459402
2018-10-12,1.79,0.06,-0.23,-0.3051631990335622
2018-10-16,2.2,-0.15,-0.05,0.16882305894001667
2018-10-17,-1.24,-0.38,0.99,-0.16963979879417107
2018-10-18,-1.6,0.87,-0.64,1.490829089301598
2018-10-21,1.82,0.74,0.08,0.28112515178429065
2018-10-24,1.59,0.01,0.05,0.028911510463239417
2018-10-25,0.4,1.0,-0.17,0.5091909107888044
2018-10-28,-0.47,-0.59,-0.08,-1.4965355163617826
2018-10-30,2.13,0.81,-0.03,-0.07697886058239159
2018-10-31,0.48,-0.94,-0.52,-1.9302507780624028
2018-11-01,-0.63,-0.55,1.41,0.4206093371448034
2018-11-02,-2.01,-0.54,-0.4,0.9462912438543549
2018-11-03,0.62,-0.16,-0.22,-1.0852485490391097
2018-11-04,-0.78,-0.35,-1.67,0.3778946787827428
2018-11-05,0.15,-0.62,-0.5,-2.1359894446943843
2018-11-09,0.3,-0.62,-0.5,-2.178986293916167
2018-11-10,-1.52,0.46,-1.25,1.6858987707459043
2018-11-11,0.97,-1.43,-1.42,-1.7816472979033187
2018-11-14,1.56,-1.72,-1.44,-1.2486833395618315
2018-11-15,-0.17,-0.68,-0.59,-1.872625331791572
2018-11-17,-0.99,-0.01,0.7,0.2149119522823973
2018-11-19,-0.97,1.14,1.57,-0.06055859170992481
2018-11-21,-1.07,1.02,-0.11,0.7027980344517604
2018-11-23,-0.49,0.17,-1.98,0.6449943329346375
2018-11-24,-0.89,0.07,-1.21,0.7429532963035324
2018-11-27,1.8,-1.48,-0.75,-0.6155912731821354
2018-11-28,1.8,0.02,-0.28,-0.358072010406838
2018-11-29,1.43,-0.63,-0.61,-1.1741936153038852
2018-11-30,-0.27,0.48,-1.9,0.8630849996659821
2018-12-01,1.24,1.45,0.12,0.6318933877289789
2018-12-03,1.02,0.07,-1.58,-0.5989513052032822
2018-12-04,1.76,0.83,0.04,0.2809854262607516
2018-12-05,-0.26,-0.79,-0.23,-1.8357264729062053
2018-12-07,-1.34,0.51,0.73,0.5297095158032105
2018-12-08,0.11,-0.13,-1.99,-0.30531217573330277
2018-12-09,1.56,0.07,-0.39,-0.5642377190285073
2018-12-10,0.69,-0.59,0.19,-0.741599599841201
2018-12-11,0.55,0.08,1.59,1.1091682197722295
2018-12-12,1.62,-1.24,-0.55,-0.5954958844621977
2018-12-14,0.19,-0.07,-1.27,-1.1735704098026718
2018-12-15,0.95,-0.66,-0.5,-1.797395388132259
2018-12-20,1.17,-0.02,-0.75,-1.1665995969285607
2018-12-22,2.47,-0.33,-0.04,0.5174945758814915
2018-12-23,1.44,-0.88,1.16,1.64684082495672
2018-12-24,1.64,-0.5,-0.66,-0.9033089959835655
2018-12-26,-0.79,0.79,-0.87,0.5247655123412883
2018-12-28,0.1,0.07,2.18,0.4913217019240272
2018-12-29,-1.71,1.62,-0.22,0.8136017924394476
2018-12-30,1.45,0.52,1.02,1.608508301146797
2018-12-31,0.25,0.68,-0.94,-0.19454377114649546
2019-01-02,1.8,-0.94,-0.25,-0.11349662192116827
2019-01-08,-1.46,0.52,-0.9,1.6285173820630878
2019-01-11,-1.59,0.28,1.65,-0.30483349372407437
2019-01-13,1.82,-0.13,-0.65,-0.5811676878975356
2019-01-14,0.29,-0.28,-0.27,-1.510804806665718
2019-01-15,-0.83,-1.11,0.32,-1.3269852345574695
2019-01-16,0.56,1.35,-0.3,0.444960938649352
2019-01-18,-0.02,1.32,-0.67,0.09373886795226682
2019-01-20,1.67,-0.4,-0.05,-0.1456696290406274
2019-01-21,1.89,0.61,-0.34,-0.27457917393779707
2019-01-22,1.74,-0.72,-0.33,-0.3877559703577731
2019-01-23,-0.67,0.47,-0.24,0.09147122589118262
2019-01-24,-1.54,0.08,0.3,0.38615578044711935
2019-01-25,0.94,1.55,1.94,0.7376968536052952
2019-01-26,0.27,1.29,-0.59,0.1985074912874787
2019-01-30,-0.03,0.67,0.83,1.6224000601528672
2019-02-01,0.21,-0.08,2.13,0.4246414320235152
2019-02-02,-1.12,1.25,-0.46,0.8463566422312371
2019-02-05,1.61,0.24,-1.14,-0.3820117098122251
2019-02-07,1.35,0.95,-0.07,0.5451883012721538
2019-02-10,-0.86,-0.86,-0.49,-0.6831437901288764
2019-02-11,-1.53,1.56,-0.3,0.9049089950597654
2019-02-12,1.85,0.3,0.01,0.038188939274705236
2019-02-15,1.12,-1.05,-0.37,-1.1096312560909405
2019-02-19,0.2,-1.08,-0.72,-1.8342925841448832
2019-02-20,-1.12,1.45,-0.23,0.7095058135826355
2019-02-22,-0.37,-0.45,1.44,0.6976785791286291
2019-02-23,1.14,-0.68,-0.42,-1.409032677040541
2019-02-24,0.67,-0.39,0.01,-1.0621677823905156
2019-02-25,1.61,-0.4,-0.43,-0.7088174137390789
2019-02-26,-1.39,-0.41,1.27,-0.20728173535579864
2019-02-27,-1.03,-0.31,-0.83,0.6023817377786005
2019-03-01,0.49,-0.29,-0.16,-1.3437710059792924
2019-03-05,0.1,-0.53,-0.72,-2.03677408344996
2019-03-07,0.97,-0.49,-1.03,-2.0311366617766304
2019-03-11,0.49,-0.44,-0.16,-1.5551030126045122
2019-03-13,1.1,0.05,-0.72,-1.1383615457067133
2019-03-14,1.97,0.21,0.01,0.06343545587896915
2019-03-15,2.09,-1.64,0.45,1.3504465500441
2019-03-19,0.01,0.59,-0.72,-0.34482479901882307
2019-03-20,1.07,-0.34,-0.74,-1.6958322745932473
2019-03-21,1.89,-0.31,0.07,0.23633961331974476
2019-03-22,0.14,-0.92,-0.87,-1.9006613151566245
2019-03-24,-1.0,1.38,-0.38,0.6263483138569349
2019-03-27,2.01,0.15,0.33,0.5265394761351313
2019-03-29,1.52,-0.01,-1.24,-0.7458804665347812
2019-03-31,-1.83,0.02,0.66,0.19952758462358322
2019-04-01,0.02,0.89,0.88,1.7178461405059873
2019-04-06,1.81,0.41,-0.45,-0.3190592803680019
2019-04-07,0.19,-0.25,1.54,0.7598806333589397
2019-04-10,-0.2,0.53,0.05,0.3753038291490582
2019-04-11,1.56,1.07,-0.26,0.24029853739763574
2019-04-12,1.91,-0.1,-0.28,-0.2843753491339063
2019-04-13,-0.45,0.36,0.87,1.1189916164232836
2019-04-14,0.8,0.28,-0.19,-0.16170919824265179
2019-04-16,0.88,-0.97,-0.75,-1.8011503207675037
2019-04-17,-0.4,1.01,-0.3,0.25978834911042786
2019-04-18,-1.08,-0.37,0.31,-0.3334982589820334
2019-04-19,0.7,0.25,1.22,1.6004293395921978
2019-04-23,0.84,-0.41,-0.69,-1.9559252810853438
2019-04-25,0.98,-1.68,-0.43,-0.01302819439746735
2019-04-26,-1.26,0.05,-0.0,0.35337869181311754
2019-04-30,0.89,-0.15,1.31,1.304729713650153
2019-05-01,1.26,2.0,-0.03,0.07492751307802707
2019-05-03,-0.75,-0.51,-0.52,-0.6293392250288213
2019-05-04,1.12,1.13,-0.55,0.3709551687344874
2019-05-06,0.58,-0.42,0.49,0.21185504205080308
2019-05-09,1.38,0.69,-0.52,-0.06851751263521048
2019-05-10,-0.65,1.09,0.21,0.8888238283344868
2019-05-11,0.95,-0.83,-0.4,-1.6143630785111813
2019-05-12,0.23,-0.44,-0.5,-2.052661439294378
2019-05-13,-1.04,0.06,0.74,0.38877286235789926
2019-05-15,0.39,-0.44,-0.54,-2.161801844320499
2019-05-16,0.7,-0.36,-0.89,-2.066442141644771
2019-05-17,2.12,-0.23,-0.47,-0.26905889270852795
2019-05-18,0.98,-0.77,-1.56,-2.054110457124013
2019-05-21,-0.98,0.48,-0.72,0.7305297103345673
2019-05-23,1.04,0.47,0.56,1.4770107157412147
2019-05-24,1.13,1.1,-0.02,0.6935115015905366
2019-05-25,-0.05,-0.2,1.47,0.7603686149182696
2019-05-27,-1.61,-0.9,0.28,-0.44179047786391556
2019-05-28,0.96,0.01,-1.57,-0.772472956836951
2019-05-29,-0.45,0.56,0.58,1.127644925387751
2019-05-30,-1.29,-0.26,0.41,0.005434648305848826
2019-06-01,-0.16,-0.35,0.53,0.01908719166590993
2019-06-02,1.86,-0.19,-0.36,-0.38820176862524447
2019-06-03,2.31,-0.11,-0.32,-0.12036921178588646
2019-06-06,0.78,-0.27,-1.72,-1.2302570476076742
2019-06-07,-0.22,-0.27,0.43,-0.14398570387600645
2019-06-09,-0.76,0.45,1.78,-0.012077942111058435
2019-06-10,0.25,-0.64,-0.11,-1.7123839802169776
2019-06-14,0.74,-0.34,0.36,0.02777035578881438
2019-06-15,0.33,0.19,1.71,0.9057190807774765
2019-06-17,1.06,-0.53,-0.44,-1.6255276453754797
2019-06-18,1.96,0.27,-0.27,-0.2693316338567143
2019-06-19,0.39,0.39,-0.18,0.01802124342167015
2019-06-20,0.91,0.36,1.14,1.6709438904531966
2019-06-21,0.27,-0.65,-0.35,-2.079367524032485
2019-06-22,0.08,-0.82,-0.19,-1.9554668019815395
2019-06-26,-0.17,1.11,-0.73,0.060301513143760956
2019-06-27,1.64,-0.63,-0.33,-0.5799018665984027
2019-06-28,-1.14,0.03,1.07,0.3090644925595699
2019-07-03,2.07,0.16,-0.07,-0.14457754520402805
2019-07-04,0.39,-0.58,-0.55,-2.163130068379873
2019-07-05,-1.29,-0.45,-0.13,0.15996505289219684
2019-07-07,1.42,0.25,0.46,0.9975136199655257
2019-07-08,1.36,-0.54,1.14,1.380228977507362
2019-07-09,-0.19,-0.16,1.42,0.7694922136673614
2019-07-10,-0.43,0.62,0.09,0.4367191148408755
2019-07-11,0.38,-0.37,-0.36,-1.7718692501471924
2019-07-13,1.59,0.29,0.53,0.9772965854793837
2019-07-14,0.63,-0.25,-1.76,-1.1493870537353008
2019-07-16,0.16,-0.22,-0.38,-1.6463932001211041
2019-07-17,-0.61,0.03,-0.75,-0.33796373596912477
2019-07-22,0.05,-0.56,-0.69,-2.0706591788065536
2019-07-23,0.39,-0.01,-0.43,-1.2339144568713765
2019-07-24,-0.55,0.37,0.17,0.25875786029890946
2019-07-26,-0.53,0.47,0.18,0.44335537266593206
2019-07-27,-1.0,1.09,-1.36,0.8264782023372708
2019-07-30,0.88,-0.08,-1.46,-1.1334371941872639
2019-08-02,-0.96,-0.35,0.24,-0.44607381571895727
2019-08-03,0.79,-0.13,0.09,-0.3237860085060293
2019-08-05,1.91,0.84,-0.05,0.04894126717442401
2019-08-06,0.62,-0.31,-0.51,-1.85124670191189
2019-08-07,-1.11,1.3,-0.29,0.6796501894405801
2019-08-08,-0.31,-0.75,-0.06,-1.7652029354825807
2019-08-10,-0.25,0.49,-0.19,-0.02021361254554671
2019-08-14,1.06,-2.24,0.27,0.8226996332969312
2019-08-15,-0.97,0.94,-0.89,0.8321610200087456
2019-08-18,1.34,-1.59,-1.31,-1.3202607606895862
2019-08-21,0.28,-1.47,0.94,0.9153534759019302
2019-08-25,0.41,-0.7,-0.92,-2.2412889564384244
2019-08-27,-0.07,-0.32,0.02,-1.1104258948013581
2019-08-28,1.81,-0.74,-0.83,-0.8001307575531854
2019-08-29,-1.73,1.51,-0.55,1.2154809737950725
2019-08-30,1.33,-0.9,-0.6,-1.2219404110984027
2019-08-31,0.17,-0.53,-0.04,-1.5350673609983585
